%OpenBCI Raw EXG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Not Used, Digital Channel 0 (D11), Digital Channel 1 (D12), Digital Channel 2 (D13), Digital Channel 3 (D17), Not Used, Digital Channel 4 (D18), Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Marker Channel, Timestamp (Formatted)
15, 0.42, 3.00, 1.07, 0.31, 1.30, -2.26, -0.14, 1.36, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947809, 0, 04:32:27.809
16, -0.13, 2.55, 1.48, 0.14, 1.87, -1.89, 0.05, 1.85, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947813, 0, 04:32:27.813
17, -0.42, 1.66, 1.53, 0.17, 2.26, -1.32, 0.43, 1.98, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947817, 0, 04:32:27.817
18, -0.48, 0.63, 1.34, 0.32, 2.21, -0.44, 0.68, 1.85, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947821, 0, 04:32:27.821
19, -0.22, -0.32, 0.87, 0.83, 1.78, 0.56, 0.88, 1.49, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947825, 0, 04:32:27.825
20, 0.09, -1.06, 0.21, 1.46, 0.97, 1.37, 0.85, 1.01, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947829, 0, 04:32:27.829
21, 0.35, -1.56, -0.78, 2.01, 0.08, 1.90, 0.65, 0.65, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947833, 0, 04:32:27.833
22, 0.47, -1.64, -1.69, 2.44, -0.85, 1.97, 0.08, 0.41, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947837, 0, 04:32:27.837
23, 0.28, -1.46, -2.54, 2.61, -1.57, 1.79, -0.72, 0.44, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947841, 0, 04:32:27.841
24, -0.11, -1.07, -2.93, 2.14, -1.98, 1.31, -1.37, 0.73, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947845, 0, 04:32:27.845
25, -0.72, -0.63, -3.03, 1.38, -2.07, 0.69, -1.79, 1.06, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947849, 0, 04:32:27.849
26, -1.34, -0.33, -2.68, 0.39, -1.82, 0.12, -1.90, 1.46, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947853, 0, 04:32:27.853
27, -1.83, -0.30, -1.96, -0.63, -1.17, -0.32, -1.69, 1.55, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947857, 0, 04:32:27.857
28, -2.17, -0.42, -1.09, -1.64, -0.36, -0.42, -1.08, 1.43, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947861, 0, 04:32:27.861
29, -2.01, -0.70, -0.02, -2.30, 0.25, -0.32, -0.26, 1.10, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947865, 0, 04:32:27.865
30, -1.53, -1.13, 0.64, -2.66, 0.49, -0.06, 0.77, 0.38, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947869, 0, 04:32:27.869
31, -0.76, -1.53, 1.16, -2.65, 0.84, 0.35, 1.61, -0.45, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947873, 0, 04:32:27.873
32, 0.19, -1.67, 1.26, -2.13, 0.82, 0.64, 2.20, -1.54, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947877, 0, 04:32:27.877
33, 1.19, -1.55, 1.11, -1.62, 0.51, 0.69, 2.51, -2.32, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947881, 0, 04:32:27.881
34, 1.80, -1.11, 0.84, -0.88, 0.18, 0.40, 2.24, -2.82, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947885, 0, 04:32:27.885
35, 2.27, -0.35, 0.54, -0.22, -0.05, -0.03, 1.83, -2.96, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947889, 0, 04:32:27.889
36, 2.13, 0.61, 0.20, 0.21, -0.06, -0.76, 1.14, -2.67, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947893, 0, 04:32:27.893
37, 1.81, 1.46, 0.13, 0.37, 0.08, -1.44, 0.41, -1.99, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947897, 0, 04:32:27.897
38, 1.17, 2.28, 0.37, 0.23, 0.67, -2.11, -0.34, -1.07, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947901, 0, 04:32:27.901
39, 0.40, 2.55, 0.78, 0.01, 1.25, -2.35, -0.69, -0.12, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947905, 0, 04:32:27.905
40, -0.32, 2.51, 1.33, -0.34, 1.88, -2.33, -0.80, 0.62, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947909, 0, 04:32:27.909
41, -0.85, 2.11, 1.72, -0.41, 2.51, -1.87, -0.67, 1.12, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947913, 0, 04:32:27.913
42, -1.14, 1.39, 2.00, -0.33, 2.63, -1.08, -0.34, 1.46, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947917, 0, 04:32:27.917
43, -1.09, 0.52, 1.96, 0.05, 2.54, -0.14, -0.04, 1.26, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947921, 0, 04:32:27.921
44, -0.74, -0.26, 1.49, 0.48, 2.00, 0.89, 0.13, 1.10, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947925, 0, 04:32:27.925
45, -0.40, -1.06, 0.80, 1.22, 1.27, 1.88, 0.17, 0.72, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947929, 0, 04:32:27.929
46, -0.09, -1.33, -0.09, 1.99, 0.09, 2.39, -0.14, 0.44, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947933, 0, 04:32:27.933
47, 0.11, -1.37, -1.01, 2.32, -1.03, 2.55, -0.61, 0.29, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947937, 0, 04:32:27.937
48, 0.07, -1.17, -1.67, 2.64, -1.82, 2.51, -1.18, 0.30, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947941, 0, 04:32:27.941
49, -0.16, -0.58, -2.15, 2.44, -2.31, 2.04, -1.79, 0.70, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947945, 0, 04:32:27.945
50, -0.65, -0.05, -2.22, 1.77, -2.45, 1.54, -2.15, 1.25, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947949, 0, 04:32:27.949
51, -1.13, 0.24, -2.01, 0.92, -2.16, 0.92, -2.18, 1.67, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947953, 0, 04:32:27.953
52, -1.58, 0.46, -1.12, -0.09, -1.70, 0.50, -1.86, 1.99, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947957, 0, 04:32:27.957
53, -1.69, 0.31, -0.42, -0.97, -1.13, 0.41, -1.13, 2.06, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947961, 0, 04:32:27.961
54, -1.46, 0.04, 0.56, -1.64, -0.58, 0.33, -0.11, 1.70, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947965, 0, 04:32:27.965
55, -0.94, -0.25, 1.06, -1.96, -0.04, 0.62, 0.88, 1.00, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947969, 0, 04:32:27.969
56, -0.05, -0.70, 1.48, -1.88, 0.05, 0.89, 1.81, 0.24, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947973, 0, 04:32:27.973
57, 0.90, -0.92, 1.46, -1.44, -0.02, 1.02, 2.58, -0.70, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947977, 0, 04:32:27.977
58, 1.88, -0.78, 1.34, -0.81, -0.25, 1.15, 2.94, -1.55, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947981, 0, 04:32:27.981
59, 2.62, -0.42, 0.84, -0.02, -0.57, 0.77, 2.90, -2.03, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947985, 0, 04:32:27.985
60, 2.98, 0.24, 0.37, 0.46, -0.73, 0.24, 2.54, -2.20, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947989, 0, 04:32:27.989
61, 3.03, 1.11, -0.02, 0.85, -0.69, -0.58, 1.75, -1.87, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947993, 0, 04:32:27.993
62, 2.57, 1.82, -0.09, 0.88, -0.35, -1.42, 1.19, -1.32, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153947997, 0, 04:32:27.997
63, 1.89, 2.44, -0.01, 0.70, 0.17, -2.21, 0.59, -0.45, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948001, 0, 04:32:28.001
64, 1.07, 2.76, 0.34, 0.30, 0.87, -2.68, 0.13, 0.25, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948005, 0, 04:32:28.005
65, 0.26, 2.66, 0.64, -0.07, 1.64, -2.71, -0.01, 1.08, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948009, 0, 04:32:28.009
66, -0.35, 2.14, 1.06, -0.31, 2.37, -2.33, 0.05, 1.48, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948013, 0, 04:32:28.013
67, -0.72, 1.20, 1.20, -0.28, 2.72, -1.67, 0.31, 1.58, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948017, 0, 04:32:28.017
68, -0.79, 0.28, 1.17, -0.01, 2.67, -0.78, 0.61, 1.48, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948021, 0, 04:32:28.021
69, -0.59, -0.76, 0.76, 0.32, 2.25, 0.17, 0.75, 1.06, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948025, 0, 04:32:28.025
70, -0.39, -1.39, 0.11, 0.98, 1.54, 1.08, 0.67, 0.44, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948029, 0, 04:32:28.029
71, -0.14, -1.98, -0.74, 1.51, 0.64, 1.60, 0.31, 0.16, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948033, 0, 04:32:28.033
72, -0.06, -1.94, -1.62, 1.96, -0.42, 1.83, -0.27, -0.06, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948037, 0, 04:32:28.037
73, -0.21, -1.81, -2.42, 2.11, -1.17, 1.68, -0.99, -0.09, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948041, 0, 04:32:28.041
74, -0.54, -1.26, -2.73, 1.74, -1.61, 1.26, -1.77, 0.17, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948045, 0, 04:32:28.045
75, -1.17, -0.84, -2.76, 1.11, -1.79, 0.76, -2.18, 0.54, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948049, 0, 04:32:28.049
76, -1.74, -0.53, -2.34, 0.27, -1.50, 0.27, -2.30, 1.00, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948053, 0, 04:32:28.053
77, -2.13, -0.32, -1.60, -0.79, -0.99, -0.00, -2.17, 1.26, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948057, 0, 04:32:28.057
78, -2.40, -0.31, -0.64, -1.76, -0.43, -0.15, -1.50, 1.29, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948061, 0, 04:32:28.061
79, -2.19, -0.54, 0.42, -2.38, 0.22, 0.06, -0.75, 0.93, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948065, 0, 04:32:28.065
80, -1.72, -0.94, 1.14, -2.71, 0.61, 0.28, 0.27, 0.22, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948069, 0, 04:32:28.069
81, -0.84, -1.23, 1.64, -2.53, 0.76, 0.65, 1.15, -0.56, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948073, 0, 04:32:28.073
82, 0.13, -1.31, 1.78, -2.05, 0.55, 1.03, 1.91, -1.48, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948077, 0, 04:32:28.077
83, 1.15, -1.16, 1.78, -1.43, 0.28, 1.17, 2.24, -2.27, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948081, 0, 04:32:28.081
84, 2.00, -0.73, 1.40, -0.58, -0.03, 0.96, 2.08, -2.76, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948085, 0, 04:32:28.085
85, 2.33, 0.07, 0.91, 0.08, -0.29, 0.50, 1.73, -2.71, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948089, 0, 04:32:28.089
86, 2.48, 1.05, 0.64, 0.58, -0.42, -0.36, 1.12, -2.36, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948093, 0, 04:32:28.093
87, 2.14, 2.01, 0.54, 0.78, -0.36, -0.94, 0.36, -1.65, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948097, 0, 04:32:28.097
88, 1.49, 2.74, 0.69, 0.69, 0.17, -1.63, -0.21, -0.78, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948101, 0, 04:32:28.101
89, 0.72, 3.09, 0.98, 0.42, 0.76, -2.10, -0.53, 0.23, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948105, 0, 04:32:28.105
90, 0.10, 3.03, 1.47, 0.22, 1.46, -2.00, -0.67, 0.99, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948109, 0, 04:32:28.109
91, -0.43, 2.61, 1.90, -0.01, 1.95, -1.64, -0.44, 1.57, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948113, 0, 04:32:28.113
92, -0.62, 1.78, 1.96, 0.04, 2.16, -0.90, 0.01, 1.84, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948117, 0, 04:32:28.117
93, -0.56, 0.89, 1.85, 0.28, 2.12, 0.07, 0.25, 1.77, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948121, 0, 04:32:28.121
94, -0.20, -0.05, 1.43, 0.97, 1.67, 1.01, 0.57, 1.37, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948125, 0, 04:32:28.125
95, 0.09, -0.79, 0.67, 1.61, 0.83, 1.73, 0.58, 1.01, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948129, 0, 04:32:28.129
96, 0.39, -1.13, -0.17, 2.30, -0.16, 2.32, 0.31, 0.71, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948133, 0, 04:32:28.133
97, 0.60, -1.22, -1.19, 2.62, -1.16, 2.39, -0.15, 0.62, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948137, 0, 04:32:28.137
98, 0.51, -0.98, -2.01, 2.79, -1.95, 2.28, -0.68, 0.62, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948141, 0, 04:32:28.141
99, 0.22, -0.59, -2.57, 2.55, -2.41, 1.83, -1.32, 0.96, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948145, 0, 04:32:28.145
100, -0.33, -0.17, -2.67, 1.82, -2.53, 1.07, -1.71, 1.38, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948149, 0, 04:32:28.149
101, -0.93, 0.17, -2.41, 0.95, -2.23, 0.49, -1.76, 1.75, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948153, 0, 04:32:28.153
102, -1.34, 0.25, -1.66, -0.15, -1.58, 0.03, -1.56, 2.01, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948157, 0, 04:32:28.157
103, -1.68, 0.14, -0.84, -1.11, -0.96, -0.15, -0.94, 1.88, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948161, 0, 04:32:28.161
104, -1.52, -0.26, 0.04, -1.81, -0.30, -0.07, 0.10, 1.52, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948165, 0, 04:32:28.165
105, -1.04, -0.66, 0.66, -2.17, 0.19, 0.12, 1.03, 0.90, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948169, 0, 04:32:28.169
106, -0.23, -1.06, 1.07, -2.19, 0.41, 0.45, 1.98, -0.02, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948173, 0, 04:32:28.173
107, 0.65, -1.35, 1.17, -1.86, 0.38, 0.68, 2.56, -1.04, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948177, 0, 04:32:28.177
108, 1.65, -1.26, 1.01, -1.25, 0.20, 0.67, 2.89, -1.89, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948181, 0, 04:32:28.181
109, 2.30, -0.91, 0.52, -0.54, -0.09, 0.28, 2.70, -2.60, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948185, 0, 04:32:28.185
110, 2.58, -0.24, 0.21, -0.06, -0.26, -0.16, 2.28, -2.74, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948189, 0, 04:32:28.189
111, 2.54, 0.55, -0.14, 0.33, -0.27, -0.90, 1.54, -2.46, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948193, 0, 04:32:28.193
112, 2.16, 1.49, -0.29, 0.39, 0.07, -1.69, 0.76, -1.74, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948197, 0, 04:32:28.197
113, 1.45, 2.11, -0.19, 0.23, 0.63, -2.45, 0.12, -1.06, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948201, 0, 04:32:28.201
114, 0.66, 2.40, 0.28, -0.14, 1.31, -2.87, -0.43, -0.15, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948205, 0, 04:32:28.205
115, -0.10, 2.38, 0.84, -0.52, 1.97, -2.88, -0.56, 0.57, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948209, 0, 04:32:28.209
116, -0.82, 1.80, 1.30, -0.62, 2.69, -2.47, -0.40, 1.04, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948213, 0, 04:32:28.213
117, -1.21, 1.17, 1.51, -0.59, 2.97, -1.65, -0.19, 1.17, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948217, 0, 04:32:28.217
118, -1.28, 0.09, 1.57, -0.43, 2.83, -0.61, -0.00, 0.97, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948221, 0, 04:32:28.221
119, -0.95, -0.78, 1.12, 0.20, 2.42, 0.45, 0.22, 0.55, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948225, 0, 04:32:28.225
120, -0.67, -1.50, 0.51, 0.89, 1.49, 1.27, 0.07, 0.32, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948229, 0, 04:32:28.229
121, -0.35, -1.83, -0.40, 1.52, 0.59, 1.91, -0.19, -0.12, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948233, 0, 04:32:28.233
122, -0.22, -1.83, -1.26, 1.93, -0.49, 2.16, -0.79, -0.32, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948237, 0, 04:32:28.237
123, -0.30, -1.58, -1.97, 2.06, -1.46, 2.03, -1.47, -0.11, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948241, 0, 04:32:28.241
124, -0.57, -1.00, -2.42, 1.89, -1.89, 1.71, -2.10, 0.23, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948245, 0, 04:32:28.245
125, -1.11, -0.54, -2.25, 1.31, -2.09, 1.18, -2.41, 0.72, 0.000, 0.000, 0.000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774153948249, 0, 04:32:28.249
